Dataset,K,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score,WCSS
GTZAN,10,0.08209103129362993,2.53047886827258,48.703111870752956,28604.909449014773
FMA_Small,10,0.052141951985829715,2.689151687069621,254.19796208579422,215004.69317862773
FMA_Medium,10,0.04318122810248938,2.9342580620397825,766.7850250467809,668404.590141588
Instrumental,10,0.0777632655100269,2.3229511762219026,19.40795638250578,13121.192322734289
