PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,cluster,tsne_2d_1,tsne_2d_2,tsne_3d_1,tsne_3d_2,tsne_3d_3
0.8139500724410381,-0.1353126938971475,3.5733327957874104,-0.0444232371243603,0.7262121954201404,-1.2848423679054823,-0.4240350277299453,-1.6813686643491803,1.142955884687619,1.554948186113698,-2.467083744768345,-0.118459996881288,-0.7717387063210975,0.8956310500675286,-1.733076558582255,0.5433773489201921,-0.3170873643456687,0.5712132543553943,0.0640169252841411,-0.4703282430282553,0.441523251166477,1.053205122541056,-0.3410194264209898,-0.3663073717508753,-0.1697174756677123,0.080590022618973,0.0099942496706641,-0.4850541285939252,0.2985312512595622,0.0107805627855776,0.4637245296591551,0.0100156459025178,0.4700413974845362,0.6423127792903566,-0.4512371840336055,-0.089587008580084,0.0708139327793735,-0.2835910324838618,0.067437919502043,0.609366295367475,0.2514800221215661,-0.2338333211713837,-0.206551350447499,0.3299719617721636,-0.2490800380172504,-0.177133348227837,0.061525342104211,0.4927389515863025,0.040793167430684,0.1790606283956015,3,0.4949508,1.7802603,47.587486,18.646685,15.026561
-6.0383204848097405,3.242916067953511,6.239397167620026,4.562315981577337,0.7725112976367703,-1.8296336198548588,-0.826600190080719,1.7637550176725147,0.8207921747217064,-1.3414492743747255,-1.3822376204823803,1.017680001965929,1.840241683651808,-0.0862884935734923,2.085469784777621,1.8074703602288789,0.4225964914713229,-0.037983267587325,1.6372246185668402,1.173800034073122,-0.8572088966446284,1.3618694444464703,-1.8300100318598969,-0.3437731473013821,-0.2059961218640069,-0.2019773645911002,0.318473850611358,0.394041657482179,0.624380005729273,-0.1528213888945807,-0.2614344372788598,0.0731598503227733,0.4612146785526319,0.2686936469127642,-0.352458671708335,-0.0934575474251303,-0.6289624250964978,0.3775667012990049,0.0012013471237313,0.2107205604831787,0.6946775170192183,0.4887138790268107,-0.056229072733283,0.2910976365159534,-0.0506582202753239,0.2000690080256446,0.0163689282774053,0.683488826486826,-0.3602563671428699,-0.7444767051663805,8,-2.7937667,-4.1143746,-21.3058,-86.414536,-22.01243
-5.226118197000001,-1.8465615623825875,-2.429208859552618,5.462829015139059,2.7274522808891786,-0.8679230472142918,0.6661114596544309,-0.5514735834563763,-1.2096853584314329,1.297470314002477,-1.1954271064457207,-0.9441034056375994,-0.6081246394375943,0.4943949066061996,-0.2688006549473978,-0.7829753273323639,-0.6052475554354384,1.2350509073385882,-0.5037680227208012,0.2707928897892899,-0.5021423400275273,0.8418418877637409,0.5494668105582531,0.3891274110099356,0.1316380108114178,-0.6773107847862557,-0.7633113892387736,-0.4536054438683931,-0.6023165637804706,-1.4923053180934325,-0.4255517523972317,-0.0094108939459299,0.3820954163728277,0.929227825129682,0.1856705988372118,-0.4800915820777228,0.5344195372183003,-0.018951227581859,-0.2081973438426947,0.049193113382181,0.3595210580584174,-0.5901817246340959,-0.369591014595952,-0.0678007219639025,-0.2032181996931514,-0.4261947381904198,-0.441351619649533,-0.3979427513030051,-0.0512763719727759,0.1905590312098175,0,-1.1312978,-5.147658,-5.073198,49.242268,28.660751
-1.573114935287773,-1.9068177207449504,-3.0050710445823365,4.005893343968564,2.846533800303979,0.105002142079671,0.9928669159883716,-0.1651180565745306,-1.089626894480512,-0.0950797011504275,-0.1005843810330665,-0.9967029029898778,-1.5655370264135955,0.1534565825786687,0.7239336803645652,-1.5080289984601427,0.4971204194165226,0.352613876803888,0.301499069796135,-1.0336110619940158,0.2743312970402712,0.1877180356678498,0.19987220027216,-0.0119861743726322,-0.7654627994359333,-0.8408646148084022,-0.9925988305689772,0.2676532471062872,0.3459501038064171,-0.108737760876488,-1.046816659483023,0.397239347093855,0.3888893062175468,0.5053382778603339,0.2377454166242234,-0.2703824611082833,-0.3471276616981462,-0.0701864309125505,0.6136946080742871,-0.0057758188277357,-0.0248521921905567,-0.5372435660531215,-0.0917576865287828,0.1673542668478283,-0.5174133733561496,-0.1605650510782618,-0.2673719470802564,-0.3391039818616702,-0.5385123029798445,-0.0698799912693855,0,-1.206199,-5.0775743,-13.054502,44.286484,17.699575
-5.259332362748167,-5.07330540399522,4.518526301111107,-1.1539530658795143,-0.6419944711504251,0.7767550061231648,1.1713442825851734,0.8648500745117225,0.258997044343144,-0.7791065051156273,2.1431693476904434,1.2375218151503942,0.16501474268374,0.2804382777523116,0.0918710541615755,-1.0563375132461654,-1.464106431161571,-1.5018873343393275,-0.0447830203840214,1.0546526703038812,0.6326296191947389,0.9156886080765242,0.1269061102800121,0.9862558063361532,0.7961007106520324,0.49972731709745,-0.2826861368195313,-0.291852329801041,0.1114818122994133,-0.6433589392702963,-0.211785915487865,-0.9667491860792832,-0.923947814699654,-0.374934224213966,0.2758307522662363,-0.1793634979562352,0.2731143512706695,0.2709165712403943,-0.3231173009536105,0.3044983276983946,0.078444976491181,-0.1521612845659392,0.176975915207825,0.305563139843911,-0.1900765066152122,-0.0942668305891063,-0.6529931017886385,0.0308589948457968,0.122480170447735,0.5961891757511597,0,0.15092535,-2.6185243,-17.366913,25.333448,41.8439
-2.898275926782471,-0.7424720965564077,0.2852751519633102,-3.269012737313036,-2.3350494250975777,-3.2104270688383085,-1.0744682818778182,-2.36285724716488,-1.0476772718235403,0.027172181300554,-0.8508476444686309,0.0250429191937917,0.2033826306483221,-0.7463829927179675,2.1946114769277245,-0.2221994583587962,-0.2211354877244475,-1.0015774456968456,-0.8510515545307525,1.1483252404358533,0.0131544653115123,0.0157760768100131,0.104622411671004,0.0238232232995014,0.0643070894699409,-0.2591471843794896,0.1201673430940033,0.0960108829607302,0.1976796691043525,-0.4625181829253295,0.1118421829657731,0.719078168112252,-0.3447239597064711,-0.746178717845741,0.0347359055404041,0.4220184179418557,0.4539970681561575,0.3018618802745627,-0.4394845491983202,0.1593032098350268,0.2048312689879439,0.1079141946237074,-0.4675700102334692,-0.132066590425687,-0.0014986678808675,-0.4024425534713031,-0.1611617861910806,0.0033643130005516,1.025955566256438,-0.0162378207167158,3,3.0971365,2.1053324,-32.888115,-18.352188,64.036804
-2.2140420603654785,-6.560472498277868,2.51343160303524,-2.1824975768677666,-2.1334782951947284,-0.5353265513592759,-3.18568170619647,0.3507585395089888,-2.0752289999738256,2.019624933627046,-1.9277769830034,0.0084676739007679,-2.24151596688906,-0.2062219352809766,-0.6251115756614808,0.2121227035324751,-0.0827385678793854,-0.8731930293116364,0.1841116472626677,-0.2356309358621109,0.2780235378084306,-0.8481300193831907,0.0906161495260064,0.0768270261061376,1.3076330290279654,-0.0964341308138426,0.4721417655710824,1.5901612073916702,1.1183946985224191,0.771627438351317,0.6726994254745396,0.2995102088193706,0.4043608483695455,1.2592915299221454,-0.4512892151937507,-0.0816927304217344,-0.3581495308394951,0.0513746209874126,0.1201403508469298,-0.0822583513112911,-0.0549224817804076,-0.1448004358640626,0.1088557661966297,-0.3551212504848051,-0.7294598761641572,-0.9191867669705144,0.5091036676323628,0.6397541536403293,-0.5946108900611592,-0.2068213553082067,3,1.5216571,1.8501432,54.922394,11.870708,50.326973
-1.810575225030054,-1.059064895163674,-1.7423657495553793,-2.4878301061588948,3.027811000151761,-1.2728590742780967,4.146708722442864,-2.8481374958297545,1.195656290455989,1.2048382426042217,1.6792017790486715,-0.7849160972402998,-1.9371512084695164,0.1213640118984936,-0.0719906390172552,0.5643995222153722,0.1066372696298024,0.3045201833352818,-0.5145128266250203,-0.6366667609644797,-0.6266364403984642,0.5859319932508004,-1.849017442184712,1.2923622739920224,0.0773719487377591,0.7368796134111819,0.5502596854016276,-0.3588612641939557,0.4428637017551913,0.6661427279899224,0.8999089259791572,-0.908164607843736,-0.808202516948199,-0.0794016047376574,-0.3722624852018341,0.098160360241441,-0.4859138539112827,-0.8554451406048558,0.0598388352432342,1.1100383742362925,-0.2526775551976993,0.1258713104063673,0.2045103352371467,0.1212848511145682,0.6424637695429899,0.0152253593234399,0.1963693148648794,-0.0649718044728726,0.4094756134034183,0.0396676684504303,3,5.4691925,-0.674952,55.656254,-31.263523,10.680726
3.0418754911351287,-2.562040854414516,2.953330258829675,4.796531058876403,-1.929515669296571,-5.053578948454184,-1.2762698314268694,0.6126328938794128,0.9265347375254752,0.222122482244409,-0.9864295726248736,1.3328254263997523,-0.1081411607485061,0.0411904823134608,0.057605758756167,-1.1256274245652618,0.3123439076008341,2.3307413684902287,0.190452212611685,0.755729581950477,-0.2527578547540332,1.4327112546615226,-0.3673589679702385,0.1180036415664606,-2.754000468368823,0.7825736470868783,-0.0636553902521815,-0.7337500574507926,-0.1218866363893556,0.8029821396401601,1.654201201090196,-0.9467724134942656,0.604343884452346,0.2996834186116002,-0.4258015384737123,0.225438334906415,1.1444113340156548,-0.3350168371064283,0.7321321666349918,0.5372885251645784,-0.2368549362560903,-0.0678908597997771,0.5086466668884027,-0.0195629494995684,-0.4437392273110208,-0.0532479515374656,-0.3461015695967344,0.248961388335335,-0.3800569317737868,0.1115173164850735,3,6.947678,1.6868203,43.159954,71.393906,55.948746
0.9915911811381604,-4.715795298613077,-1.0690887642665248,-3.2913215567215834,-0.6450825772055244,-1.475646861834958,2.4559737931990764,-1.0061558087840548,2.128474859073436,-3.704246068348112,-1.57926413849475,2.5546833164625,-1.130434529128383,2.8510467789289606,-2.9287516217316925,0.1911326944050301,1.426799655853726,0.3156941700606698,1.5942119860748132,-0.6062670211297855,-0.4868397037758706,-0.246346829526747,-0.5028596556996383,0.3308132859285344,0.2833515473999405,-0.4715663540880072,-1.661265886722055,0.8360889590228926,0.6215642769223164,-0.912039393732841,-0.2620392013387526,0.0658288015915198,0.1798661923535367,-0.3850814994070809,0.0052904746075718,-0.5417404511565006,0.1466710384404746,0.0954322973489977,0.5938223809636104,0.3679311041701566,0.4419350142313594,0.9200717504297676,-0.6312555223633454,-0.2500720687356265,-0.0809780277405297,1.5036472600878543,0.9856006639089218,-0.6053235006471386,0.3702529862612914,-0.0204280803925341,4,-3.2334528,-6.5449247,-85.95994,1.7331365,-48.52998
