Algorithm,#Clusters,Silhouette,Davies-Bouldin,Calinski-Harabasz,ARI,NMI,V-Measure,Purity,Accuracy
K-Means,8,0.07220108482455866,2.4672064802571785,116.2705342865747,0.06459334323071984,0.13057937296432381,0.13057937296432381,0.3196172248803828,0.2641148325358852
MiniBatch K-Means,8,0.06649784440976478,2.6207499784678516,112.15083948064908,0.07121960957376494,0.12557584183550904,0.12557584183550907,0.32057416267942584,0.26220095693779905
Spectral Clustering,8,0.06799547178378679,2.458121054778399,106.37211104432856,0.08113949130471047,0.13563664496397212,0.1356366449639721,0.3464114832535885,0.30813397129186604
DBSCAN,1,,,,0.0,0.0,0.0,0.24948875255623723,0.24948875255623723
GMM,8,0.029156765261357992,2.9054686238498086,88.58225167933203,0.06317462880494457,0.11059076397450182,0.11059076397450182,0.31770334928229665,0.2880382775119617
