Dataset,Samples,Clusters,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score
FMA Small,7997,6,0.04447155282977669,2.2170056934362266,518.48115373827
FMA Medium,24985,6,0.0612487721662573,2.3261000099723996,345.95286016447096
GTZAN,999,2,0.4850154273939261,0.39142667921351887,6.135884732438278
Instrumental,502,4,0.34722596459281485,0.4640594055103713,4.381288025986376
