PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,label,label_encoded
0.8139500724410381,-0.1353126938971475,3.5733327957874104,-0.04442323712436038,0.7262121954201404,-1.2848423679054823,-0.4240350277299453,-1.6813686643491803,1.1429558846876193,1.554948186113698,-2.467083744768345,-0.11845999688128807,-0.7717387063210975,0.8956310500675286,-1.733076558582255,0.5433773489201921,-0.31708736434566875,0.5712132543553943,0.06401692528414112,-0.4703282430282553,0.441523251166477,1.0532051225410561,-0.34101942642098987,-0.36630737175087535,-0.16971747566771234,0.08059002261897306,0.00999424967066418,-0.4850541285939252,0.29853125125956226,0.010780562785577654,0.46372452965915517,0.010015645902517856,0.4700413974845362,0.6423127792903566,-0.4512371840336055,-0.089587008580084,0.07081393277937359,-0.2835910324838618,0.06743791950204302,0.609366295367475,0.25148002212156617,-0.2338333211713837,-0.206551350447499,0.3299719617721636,-0.24908003801725043,-0.17713334822783702,0.06152534210421109,0.49273895158630254,0.04079316743068402,0.17906062839560158,instrumental,0
-6.0383204848097405,3.242916067953511,6.239397167620026,4.562315981577337,0.7725112976367703,-1.8296336198548588,-0.826600190080719,1.7637550176725147,0.8207921747217064,-1.3414492743747255,-1.3822376204823805,1.017680001965929,1.840241683651808,-0.08628849357349233,2.085469784777621,1.8074703602288789,0.42259649147132294,-0.03798326758732502,1.6372246185668402,1.173800034073122,-0.8572088966446284,1.3618694444464703,-1.8300100318598966,-0.3437731473013821,-0.2059961218640069,-0.20197736459110022,0.318473850611358,0.394041657482179,0.624380005729273,-0.15282138889458075,-0.2614344372788598,0.07315985032277335,0.46121467855263193,0.26869364691276426,-0.352458671708335,-0.09345754742513036,-0.6289624250964978,0.3775667012990049,0.0012013471237313149,0.21072056048317878,0.6946775170192183,0.4887138790268107,-0.05622907273328309,0.29109763651595344,-0.05065822027532398,0.20006900802564465,0.016368928277405333,0.683488826486826,-0.3602563671428699,-0.7444767051663805,instrumental,0
-5.226118197000001,-1.8465615623825873,-2.429208859552618,5.462829015139059,2.7274522808891786,-0.8679230472142918,0.6661114596544309,-0.5514735834563763,-1.2096853584314329,1.297470314002477,-1.1954271064457207,-0.9441034056375994,-0.6081246394375943,0.49439490660619967,-0.2688006549473978,-0.7829753273323639,-0.6052475554354384,1.2350509073385882,-0.5037680227208012,0.27079288978928995,-0.5021423400275273,0.8418418877637409,0.5494668105582531,0.3891274110099356,0.13163801081141782,-0.6773107847862557,-0.7633113892387736,-0.45360544386839313,-0.6023165637804706,-1.4923053180934325,-0.42555175239723175,-0.009410893945929958,0.3820954163728277,0.9292278251296819,0.18567059883721188,-0.48009158207772284,0.5344195372183003,-0.018951227581859065,-0.20819734384269478,0.04919311338218106,0.3595210580584174,-0.5901817246340959,-0.369591014595952,-0.06780072196390251,-0.20321819969315144,-0.4261947381904198,-0.441351619649533,-0.3979427513030051,-0.05127637197277592,0.19055903120981751,instrumental,0
-1.5731149352877727,-1.9068177207449506,-3.0050710445823365,4.005893343968564,2.846533800303979,0.10500214207967103,0.9928669159883717,-0.16511805657453063,-1.0896268944805119,-0.09507970115042752,-0.10058438103306652,-0.9967029029898778,-1.5655370264135957,0.15345658257866876,0.7239336803645652,-1.5080289984601427,0.49712041941652263,0.352613876803888,0.30149906979613506,-1.0336110619940158,0.2743312970402712,0.1877180356678498,0.19987220027216,-0.01198617437263221,-0.7654627994359333,-0.8408646148084022,-0.9925988305689772,0.26765324710628724,0.34595010380641716,-0.10873776087648801,-1.046816659483023,0.39723934709385506,0.3888893062175468,0.5053382778603339,0.23774541662422344,-0.27038246110828335,-0.34712766169814624,-0.07018643091255058,0.6136946080742871,-0.005775818827735775,-0.02485219219055671,-0.5372435660531215,-0.09175768652878288,0.1673542668478283,-0.5174133733561496,-0.16056505107826188,-0.2673719470802564,-0.3391039818616702,-0.5385123029798445,-0.06987999126938552,instrumental,0
-5.259332362748167,-5.07330540399522,4.518526301111107,-1.1539530658795145,-0.6419944711504251,0.7767550061231648,1.1713442825851734,0.8648500745117225,0.258997044343144,-0.7791065051156273,2.1431693476904434,1.2375218151503942,0.16501474268374003,0.2804382777523116,0.09187105416157555,-1.0563375132461654,-1.464106431161571,-1.5018873343393275,-0.04478302038402143,1.0546526703038812,0.6326296191947389,0.9156886080765242,0.12690611028001217,0.9862558063361531,0.7961007106520324,0.49972731709745005,-0.28268613681953136,-0.29185232980104103,0.11148181229941331,-0.6433589392702963,-0.211785915487865,-0.9667491860792831,-0.9239478146996539,-0.374934224213966,0.2758307522662363,-0.17936349795623524,0.2731143512706695,0.2709165712403943,-0.3231173009536105,0.3044983276983946,0.07844497649118108,-0.1521612845659392,0.17697591520782502,0.30556313984391104,-0.19007650661521222,-0.09426683058910633,-0.6529931017886385,0.030858994845796857,0.12248017044773504,0.5961891757511597,instrumental,0
-2.898275926782471,-0.7424720965564077,0.2852751519633102,-3.269012737313036,-2.3350494250975777,-3.2104270688383085,-1.0744682818778182,-2.3628572471648797,-1.0476772718235403,0.027172181300554047,-0.8508476444686309,0.025042919193791795,0.20338263064832218,-0.7463829927179675,2.1946114769277245,-0.22219945835879623,-0.22113548772444752,-1.0015774456968456,-0.8510515545307525,1.1483252404358533,0.013154465311512325,0.01577607681001319,0.10462241167100407,0.023823223299501498,0.06430708946994097,-0.2591471843794896,0.12016734309400331,0.09601088296073026,0.19767966910435256,-0.4625181829253295,0.1118421829657731,0.719078168112252,-0.3447239597064711,-0.746178717845741,0.034735905540404184,0.4220184179418557,0.4539970681561575,0.3018618802745627,-0.43948454919832025,0.1593032098350268,0.2048312689879439,0.1079141946237074,-0.4675700102334692,-0.13206659042568705,-0.0014986678808675208,-0.4024425534713031,-0.16116178619108065,0.003364313000551666,1.0259555662564381,-0.016237820716715815,instrumental,0
-2.2140420603654785,-6.560472498277868,2.51343160303524,-2.1824975768677666,-2.1334782951947284,-0.5353265513592759,-3.18568170619647,0.3507585395089888,-2.0752289999738256,2.0196249336270466,-1.9277769830034002,0.008467673900767912,-2.24151596688906,-0.20622193528097663,-0.6251115756614808,0.21212270353247517,-0.08273856787938544,-0.8731930293116364,0.18411164726266777,-0.2356309358621109,0.27802353780843064,-0.8481300193831907,0.09061614952600643,0.07682702610613763,1.3076330290279654,-0.0964341308138426,0.4721417655710824,1.5901612073916702,1.1183946985224191,0.771627438351317,0.6726994254745396,0.2995102088193706,0.40436084836954556,1.2592915299221454,-0.4512892151937507,-0.08169273042173447,-0.3581495308394951,0.051374620987412606,0.1201403508469298,-0.08225835131129117,-0.054922481780407616,-0.1448004358640626,0.10885576619662975,-0.35512125048480514,-0.7294598761641572,-0.9191867669705144,0.5091036676323628,0.6397541536403293,-0.5946108900611592,-0.20682135530820678,instrumental,0
-1.810575225030054,-1.059064895163674,-1.7423657495553793,-2.4878301061588948,3.027811000151761,-1.2728590742780967,4.146708722442864,-2.8481374958297545,1.1956562904559893,1.2048382426042215,1.6792017790486717,-0.7849160972402998,-1.9371512084695164,0.12136401189849363,-0.0719906390172552,0.5643995222153722,0.10663726962980248,0.3045201833352818,-0.5145128266250203,-0.6366667609644797,-0.6266364403984642,0.5859319932508004,-1.849017442184712,1.2923622739920224,0.07737194873775916,0.7368796134111819,0.5502596854016276,-0.3588612641939557,0.4428637017551913,0.6661427279899224,0.8999089259791572,-0.908164607843736,-0.808202516948199,-0.07940160473765744,-0.37226248520183414,0.09816036024144106,-0.4859138539112827,-0.8554451406048558,0.05983883524323426,1.1100383742362923,-0.2526775551976993,0.12587131040636731,0.2045103352371467,0.12128485111456822,0.6424637695429899,0.015225359323439944,0.19636931486487946,-0.06497180447287262,0.40947561340341837,0.03966766845043037,instrumental,0
3.0418754911351287,-2.5620408544145157,2.953330258829675,4.796531058876403,-1.929515669296571,-5.0535789484541835,-1.2762698314268694,0.6126328938794128,0.9265347375254751,0.222122482244409,-0.9864295726248735,1.3328254263997525,-0.10814116074850613,0.041190482313460855,0.057605758756167004,-1.1256274245652618,0.31234390760083414,2.3307413684902287,0.19045221261168507,0.755729581950477,-0.25275785475403323,1.4327112546615226,-0.3673589679702385,0.11800364156646066,-2.754000468368823,0.7825736470868783,-0.06365539025218155,-0.7337500574507926,-0.12188663638935561,0.8029821396401601,1.654201201090196,-0.9467724134942656,0.604343884452346,0.29968341861160025,-0.4258015384737123,0.22543833490641507,1.1444113340156548,-0.3350168371064283,0.7321321666349918,0.5372885251645784,-0.2368549362560903,-0.06789085979977713,0.5086466668884027,-0.01956294949956844,-0.44373922731102083,-0.05324795153746562,-0.34610156959673444,0.24896138833533504,-0.38005693177378685,0.11151731648507358,instrumental,0
0.9915911811381605,-4.715795298613077,-1.0690887642665248,-3.2913215567215834,-0.6450825772055244,-1.475646861834958,2.4559737931990764,-1.0061558087840548,2.1284748590734353,-3.7042460683481124,-1.57926413849475,2.5546833164625,-1.130434529128383,2.8510467789289606,-2.9287516217316925,0.1911326944050301,1.4267996558537261,0.31569417006066985,1.5942119860748132,-0.6062670211297855,-0.4868397037758706,-0.24634682952674708,-0.5028596556996383,0.33081328592853443,0.2833515473999405,-0.4715663540880072,-1.6612658867220553,0.8360889590228926,0.6215642769223164,-0.912039393732841,-0.26203920133875264,0.06582880159151985,0.1798661923535367,-0.3850814994070809,0.005290474607571889,-0.5417404511565006,0.14667103844047463,0.09543229734899775,0.5938223809636104,0.3679311041701566,0.44193501423135945,0.9200717504297676,-0.6312555223633454,-0.25007206873562654,-0.0809780277405297,1.5036472600878543,0.9856006639089218,-0.6053235006471386,0.37025298626129144,-0.020428080392534114,instrumental,0
