PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
1.848042352729924,-3.468361538811281,1.277578029769384,2.519266557187787,-3.579608576910849,-2.202700403900563,0.32108430080371636,0.8002892147626207,0.44649358341901885,1.857321111327441,-2.0979365299481922,-1.2036454727460357,0.3138690944753617,-0.8222309996573934,-3.010599259839451,1.1132502854667978,-1.3843524704266712,0.6612655534534394,-0.04716477263684102,-2.0431009076446314,0.5190124815700262,0.11941279663555457,1.4448249522019174,0.42889834184738346,-0.9324535738676778,-0.7544208248460059,0.1644320849079805,1.0361986305702038,1.0204361762898841,-0.22329481081086963,-1.3721528282776376,-1.0118635533671396,1.3546807476863543,-0.12570442268092163,0.9939402127905248,0.9840733291873099,0.08505979888768649,-1.3988329331176126,-0.6298568714514103,0.7725691636224642
-2.53616970631466,0.45456799178409224,2.675996575417332,1.6834743097185918,-0.2119944530889218,-1.7170769645687747,-0.1975705621367424,0.0033667663608386252,0.05507348944209238,-0.6340525203614489,-2.443710890417213,-0.33474810336672595,2.219056483645189,0.9100879700069799,-1.092179015176341,1.2325246608223117,-0.8803609077705449,0.6832933973978329,0.6685155501068394,-0.45156781943828944,-0.5905786048505862,-0.6775436863951125,-0.9384536572897804,0.248957300831052,1.0220474767568986,1.3049643645633289,-0.2921581582591552,-0.9121798550343594,0.2992923243617571,0.6970011353086447,-0.03321789091068185,0.11727884510757759,0.7464470013110139,0.8272786703047212,0.20903924972444696,-0.442186664762117,-0.16895745200095394,-0.3090059976580882,-0.027556185773987586,0.1863462814196592
0.9026973422713467,-3.5461122712628512,2.315654976919457,-0.7567470818271305,-2.1576696461322857,-0.14610380882732954,-1.8637409908821732,2.3943254120979875,-0.5677986648838581,1.020298106903528,-1.7607074273051813,-0.6740662058722138,-0.8727313379014056,-1.0868276467461035,0.8153975396223259,-1.9041814500511176,-0.28361279123015626,0.2550282116589418,-0.39644592011546453,-0.21614319352956848,-0.5038564722854136,-0.012804693838267428,-1.558040489026472,0.23188230424862785,0.9049067656783595,-0.12368285522441375,-0.3280732402964786,-0.3194294388239875,-0.6964602009686108,0.9907243517183287,-0.3280003856962378,0.3798629512051767,0.36630403436747677,0.5024474404804348,0.5806009000570269,0.0513108425927039,0.6136564164713125,-1.2439800755086665,-0.514045516391231,0.48318751080992584
-0.4248476890673194,-1.002672690495625,2.029410436605176,-1.8662936915957946,-1.6945103335106337,-2.0379275005519992,-1.7593107017266658,1.3429851272403317,-1.0308693538747462,1.3394901301078024,-1.844342611131268,0.5524780329962717,-0.7604049052998949,-1.0171319700303991,1.1282242312325097,-2.1173069891638585,0.3620659525210932,1.1831202762136486,0.35922029715125026,-0.7042326151270144,-0.4300297130544017,0.10997997913831424,-0.7904656659948908,0.29506181166261325,0.9633525654527791,0.06209785867026668,-0.18989923318754187,0.7463967472636702,-0.6767080564218193,0.6487860280933128,0.15830241923561933,0.11355872924447051,0.3979208838005755,0.9012235800747116,0.671031826893674,0.3267853866692468,-0.35493287185052635,-0.7306473453956901,-1.0040288955271668,0.4358747993652838
4.529055292273461,0.5109827424462285,1.1903868249654554,-1.9760520632536667,-1.3401245167951037,-1.4337993668441484,2.208220068707721,0.26061476760868935,-2.470503916355338,1.7351077210463255,-0.9777737657044117,1.0609496562272944,-1.504715402946427,-1.0301934186458601,0.2666874654151157,-0.2849822084516879,2.2174038350132803,1.8756287046719482,0.6911713812391667,-0.06508352235933951,1.0599271891596338,-0.48369685833997844,0.9714172292368051,0.0305771588843849,-0.7659872407227379,-0.5658604471726765,-0.9802611551269048,-0.26264228885122637,-0.7567690842006711,-0.6402283598386735,0.13332574571352834,0.6411090511413217,-0.35480586467808783,0.1695654903965058,0.42847808397517106,-0.29494285338204596,-0.24329760302925324,-0.5373125357042717,-0.07505055006344143,0.12877935628224793
1.4105655230590566,-0.6352931099538357,1.8489899159028662,-2.536621126425574,-0.8765689743828596,-1.4157845199187016,1.1782078671387644,0.6029974731243153,-1.7645587325520613,2.9484027413606597,-2.5928927787634075,-0.913334001364983,-0.9826494515711186,-0.4063614423135952,-0.9129643251400379,-0.32154932635597794,0.8954867120078699,0.3326967569699602,1.050798816864741,0.7772747703923787,0.6820232059048028,-0.3591427913192427,-0.05094755529901367,-0.7436935875028801,-0.8590720454757685,0.5216549447741697,-0.13813373716543326,-0.3635394143120193,0.2279972045317068,-0.09122170885958263,-0.25094629866934814,1.1096522009508663,-0.447969635769289,0.25267497010215084,0.8436946853263736,0.25187935540384543,-0.7700651138858672,-0.14592015409020903,0.2839391090981677,-0.10180778094407911
1.9509510382057418,-1.3676711777715578,1.8883110207801592,-1.79418320731321,-1.6778660741307954,-1.504454555869359,1.0965327802276486,0.6865512283850129,-1.6858373620653135,1.7475283646300637,-0.6339357080950073,-1.121982582085933,-0.7629430663020574,-0.6977516983936998,0.13603181500371198,-1.1041351603426384,0.12545877220453852,0.846933780209936,0.2143104108757188,-0.11656544831209247,0.8758083670418472,-0.9893525323301993,-0.4982735615144139,0.19317405665999574,-0.8631851501785168,0.18687081558003046,-0.04024113623897968,0.2347692384246726,0.6749791286539796,-0.756756198492878,-0.4002873312372256,-0.20268795391167388,0.12060492277685338,-0.4356311067402562,0.7039452549508771,-0.3035394146793048,0.11800737464921913,-0.04529657882035872,-0.5795531972746367,-0.36979568607174035
2.816472593199173,2.476814906773721,-1.5634125104751702,-2.3401974395708174,3.3800732828760367,-1.4625528466749722,-1.6748242148243146,0.6911322796934417,-1.5879445265506384,0.14887698291744605,-1.0750084455466402,-1.5840463862072867,-1.2881506383210597,-0.5399421687702353,-2.6090924721401842,0.12889967231900065,-0.6703043222284285,0.08804259423042943,-0.6262023162606163,0.12462518052705028,0.304087883722044,0.2851174885634087,0.1349861633802594,-0.013639154676930934,-0.33168937198322457,-0.40540112241969667,0.5347483860548411,-0.7593181606443807,-0.8497803922092401,-0.29588527428507483,-0.7120731198992293,0.2615800847342741,0.6553970718294826,-0.16679420518179408,0.019442532373606738,0.11621433476505015,0.4285541186936646,0.19709452660501398,-0.28279685589819964,0.06034947828672494
-1.3435566222757211,2.9482310170435997,0.4006288592206923,-2.3222075647691667,-1.700967707738533,1.1709662690991784,-0.996716475146027,-1.1402973782189418,-1.1557403422330081,-0.22509687101832962,-0.9202955242084861,-1.440505445355589,-0.3932236456577182,-0.33641780626993495,-0.8826509094939403,-1.16657289729887,-0.6358825745130284,-1.817482556567199,0.49898509142928765,-1.3033931929038505,-0.3194689745007494,1.3554062777887252,-0.5560062676215843,0.06697139661852994,-0.06198383963428569,-0.1623373045646306,0.21468018773683695,-0.2955057220262087,-0.1326277621511849,-0.18461064968143565,-0.9267626618051524,-0.6518226030121141,-0.1838376667494728,-0.29482310916728244,-0.5170438383758393,-0.27505275471128876,0.3810259354038735,0.35525917475662055,-0.25210641387945254,0.23825699927342303
-1.2272650807178787,-0.5629372193882854,-0.9522447872312888,-2.51896921007052,0.16523836996112207,1.707424336312563,2.736131373672643,-0.7628014235057119,-0.13823188279297255,-0.48816584454903117,-1.1718991883957877,1.4354242671152113,-1.0530807424559652,0.8932591279707656,-0.7518396104662072,-0.5202788701278697,-0.8822410976740702,-0.24211040803598174,-0.2350190402626518,-2.080656780746731,0.5609364274656831,0.07535298487634763,0.5825400360153683,0.2527767536573901,0.23962369213323048,-0.36295869661957353,-1.0485672282807372,-0.22814726627022655,-1.415666547300339,0.03659515721787237,-0.3577693764135914,-0.47045811777918467,-1.3816727309614838,0.3767263939934278,0.19901855941298746,-0.3660389730587112,0.41180931430885653,1.3703823401686097,0.7350855390682289,0.05392103364232921
